Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-07-02,181.45,183.89,181.45,183.89,180
2019-07-03,183.89,185.35,183.39,183.39,15810
2019-07-04,184.88,187.34,180.45,183.89,326
2019-07-05,184.38,185.37,179.46,179.96,237
2019-07-08,179.96,181.92,179.96,180.94,108
2019-07-09,181.92,182.42,177,177,3133
2019-07-10,174.06,175.04,165.7,170.13,197808
2019-07-11,172.09,172.09,168.16,168.16,8985
2019-07-12,172.58,172.58,161.28,163.24,15449
2019-07-15,163.24,166.68,163.24,163.74,914
2019-07-16,163.74,172.09,163.74,169.14,8608
2019-07-17,168.16,177,168.16,173.07,1124
2019-07-18,175.53,176.52,175.04,175.04,94
2019-07-19,177,177,175.04,175.04,192
2019-07-22,175.04,177,175.04,176.52,106
2019-07-23,176.52,177,173.07,173.07,115
2019-07-24,173.56,177,172.58,175.53,244
2019-07-25,175.53,177.5,174.55,176.02,13537
2019-07-26,176.02,178.98,176.02,178.98,23191
2019-07-29,179.96,179.96,176.02,176.02,369
2019-07-30,178.98,178.98,170.13,171.1,685
2019-07-31,172.09,173.56,171.1,173.07,307
2019-08-01,173.07,173.56,171.6,171.6,252
2019-08-02,172.09,173.07,170.13,170.13,466
2019-08-05,171.6,175.04,171.6,173.07,557
2019-08-06,173.07,173.07,170.61,172.58,975
2019-08-07,173.07,173.07,171.1,172.09,250
2019-08-08,173.07,173.07,166.19,172.58,635
2019-08-09,172.09,172.09,169.14,170.13,185
2019-08-12,170.13,170.13,161.28,161.77,16172
2019-08-13,166.68,176.02,161.77,176.02,7144
2019-08-14,176.02,176.02,164.22,171.1,329
2019-08-16,172.09,172.58,172.09,172.09,28
2019-08-19,169.63,170.13,168.64,169.14,461
2019-08-20,170.61,170.61,170.13,170.61,50
2019-08-21,170.61,171.1,169.14,169.14,220
2019-08-22,171.1,171.1,168.16,168.16,63
2019-08-23,171.1,175.04,171.1,173.07,669
2019-08-26,176.02,176.02,171.1,175.53,246
2019-08-27,169.14,177.99,167.67,177.99,795
2019-08-28,177.99,179.96,172.09,172.58,473
2019-08-29,175.04,175.04,168.16,171.6,225
2019-08-30,173.07,178.98,172.09,176.02,221
2019-09-02,176.52,176.52,176.02,176.02,143
2019-09-03,175.04,175.04,172.09,172.58,134
2019-09-04,174.06,176.52,174.06,176.52,335
2019-09-05,172.09,177,172.09,177,795
2019-09-06,175.04,177.99,173.56,176.52,1422
2019-09-09,176.02,178.98,176.02,177,2233
2019-09-10,177,177,174.06,174.06,762
2019-09-11,174.55,177.5,174.55,176.02,262
2019-09-12,177.99,178.98,176.02,176.02,781
2019-09-13,176.02,176.02,176.02,176.02,20
2019-09-16,173.07,178.98,173.07,178.98,716
2019-09-17,177.99,181.92,172.58,181.92,1148
2019-09-18,177,183.89,177,181.92,2435
2019-09-19,180.94,186.84,179.96,186.84,929
2019-09-20,183.89,184.88,175.53,179.96,1349
2019-09-23,179.96,179.96,173.07,176.52,253
2019-09-24,177,179.96,175.53,179.96,133
2019-09-25,178.98,178.98,174.55,175.04,154
2019-09-26,174.06,179.46,169.63,170.61,792
2019-09-27,170.13,170.61,163.74,170.61,10909
2019-09-30,171.6,172.09,170.61,171.6,5607
2019-10-01,174.06,174.06,171.1,174.06,398
2019-10-02,173.56,173.56,171.1,171.6,181
2019-10-03,171.6,172.09,167.67,171.1,1705
2019-10-04,170.13,172.09,170.13,171.6,733
2019-10-07,175.04,175.04,171.6,171.6,60
2019-10-08,171.6,171.6,170.61,171.6,343
2019-10-09,174.06,174.06,169.63,170.13,2530
2019-10-10,170.13,171.1,169.14,171.1,19
2019-10-11,170.13,171.6,169.14,171.1,89
2019-10-14,171.1,172.09,170.13,172.09,140
2019-10-15,167.17,172.58,167.17,171.6,1780
2019-10-16,172.09,174.06,170.13,171.6,1659
2019-10-17,172.09,173.07,170.13,171.1,95
2019-10-18,170.13,170.13,167.17,168.64,255
2019-10-21,168.16,168.64,168.16,168.16,406
2019-10-22,172.09,172.09,168.16,168.16,122
2019-10-23,170.13,173.07,170.13,173.07,21
2019-10-24,173.07,173.07,173.07,173.07,1
2019-10-25,173.07,173.07,169.14,170.13,52
2019-10-28,170.13,173.07,170.13,173.07,9395
2019-10-29,171.1,171.1,171.1,171.1,22
2019-10-30,173.07,173.07,171.1,171.1,142
2019-10-31,173.07,173.07,171.1,172.58,121
2019-11-04,172.09,176.52,172.09,176.52,831
2019-11-05,176.02,177,175.53,175.53,2100
2019-11-06,175.53,175.53,174.55,174.55,1151
2019-11-07,176.52,176.52,173.56,173.56,1414
2019-11-08,174.06,175.04,173.07,173.07,562
2019-11-12,172.58,174.55,172.58,174.55,35
2019-11-13,174.06,174.06,172.09,173.07,13157
2019-11-14,174.55,174.55,167.17,171.6,458
2019-11-15,171.1,171.1,167.17,170.61,366
2019-11-18,178.98,181.92,177.99,181.92,3025
2019-11-19,182.91,188.81,182.91,188.81,13665
2019-11-20,188.31,188.31,178.98,187.82,5007
2019-11-21,187.82,187.82,182.91,186.35,2969
2019-11-22,186.84,189.79,186.35,186.35,699
2019-11-25,186.84,193.73,186.84,193.23,11655
2019-11-26,193.23,194.71,189.79,189.79,2347
2019-11-27,192.74,192.74,190.77,192.74,482
2019-11-28,192.25,195.2,190.77,194.21,12551
2019-11-29,194.71,194.71,189.79,189.79,690
2019-12-02,189.79,190.28,187.34,189.79,980
2019-12-03,190.77,190.77,187.82,188.81,47
2019-12-04,188.81,194.21,188.81,194.21,497
2019-12-05,194.21,194.21,189.79,191.76,606
2019-12-06,190.77,193.23,187.34,187.82,857
2019-12-09,187.34,187.34,181.92,184.88,5610
2019-12-10,185.37,188.81,184.88,184.88,5860
2019-12-11,185.37,186.35,181.92,182.91,4259
2019-12-12,184.88,184.88,177.5,179.46,6661
2019-12-13,180.94,184.38,180.45,182.91,5940
2019-12-16,185.85,191.27,185.85,190.77,11858
2019-12-17,192.74,194.71,191.76,194.71,4038
2019-12-18,195.69,200.6,190.28,190.77,4980
2019-12-19,199.63,199.63,185.85,185.85,1878
2019-12-20,189.79,190.77,182.91,184.38,6469
2019-12-23,189.79,189.79,182.91,182.91,7524
2019-12-27,182.91,183.39,181.43,181.92,2243
2019-12-30,183.89,184.38,181.92,183.89,3334
2020-01-02,185.37,191.76,184.88,190.77,10661
2020-01-03,191.27,192.74,188.81,192.25,867
2020-01-07,191.27,206.51,191.27,206.51,4325
2020-01-08,206.51,206.51,198.64,204.55,3474
2020-01-09,206.51,208.48,199.63,201.59,1688
2020-01-10,204.55,210.44,204.55,208.48,1948
2020-01-13,208.48,210.44,207.49,209.46,890
2020-01-14,208.48,208.48,201.59,205.52,1551
2020-01-15,208.48,209.46,204.55,204.55,1476
2020-01-16,204.55,206.51,203.56,203.56,1204
2020-01-17,204.55,204.55,201.59,201.59,1615
